question,context,answer,prediction,meteor_score,bleu_score,rouge_1,rouge_l,Accuracy_pred,Accuracy_ref
"When did the British/Irish digital television channel, which features Spliced, first launch?","Spliced is a Canadian animated television series produced by Teletoon and Nelvana. The series has aired in Canada on Teletoon, in the United States on Qubo, in Australia on ABC3, in the United Kingdom on Nicktoons, in Latin America on Disney XD, and in Sweden on Nickelodeon.Nicktoons is a British/Irish digital television channel, launched on 22 July 2002.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
who passed away first Perry N. Vekroff or Paul Cox ?,"Perry N. Vekroff (3 June 1881 – 3 January 1937) was an American film director, screenwriter and actor of the silent era.Paulus Henrique Benedictus ""Paul"" Cox (16 April 194018 June 2016) was a Dutch-Australian filmmaker, who has been recognized as ""Australia's most prolific film auteur"".",PASS,FAIL,0,0,0,0,0,0
When did the American retired professional basketball player born who won NBA Sixth Man of the Year Award with Manu Ginóbili and Jason Terry?," It is widely viewed as one of the best draft classes, with a total of nine future NBA All-Stars being chosen, as well as three winners of the NBA Sixth Man of the Year Award—Manu Ginóbili, Jason Terry, and Lamar Odom.Lamar Joseph Odom (born November 6, 1979) is an American retired professional basketball player.",FAIL,PASS,0,0,0,0,0,0
Amit Singhal is the former senior vice president of engineering at what company under CEO Travis Kalanick?,"Amitabh Kumar ""Amit"" Singhal (born September 1968) is the former senior vice president of engineering at Uber, a position he took up in 2017, reporting to CEO Travis Kalanick.Travis Cordell Kalanick ( ; born August 6, 1976) is an American businessman.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What is the actual first name of the director of the film Hollywood Ending ?,"Hollywood Ending is a 2002 American comedy film written and directed by Woody Allen, who also plays the principal character.Heywood ""Woody"" Allen (born Allan Stewart Konigsberg; December 1, 1935) is an American filmmaker, writer, actor, comedian, and musician whose career spans more than six decades.",FAIL,PASS,0,0,0,0,0,0
Johnny McNichol played more than 150 games for which football club from East Sussex?," An inside forward, he played more than 150 games for Brighton & Hove Albion and more than 200 for each of Chelsea and Crystal Palace.Brighton & Hove Albion Football Club is a professional football club based in the city of Brighton and Hove, East Sussex, England.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"The actor that uses the stage name ""Li Ming"" starred with Donnie Yen in a 2005 Hong Kong film directed by who?","Seven Swords is a 2005 Hong Kong ""wuxia"" film produced and directed by Tsui Hark, starring Leon Lai, Donnie Yen, Charlie Yeung, Sun Honglei, Lu Yi and Kim So-yeon. He uses the stage name ""Li Ming"" or ""Lai Ming"" which literally means ""dawn.""",FAIL,PASS,0,0,0,0,0,0
The last team that footballer Lukas Sinkiewicz played for was in what city?," He last played for SSV Jahn Regensburg.Sport- und Schwimmverein Jahn Regensburg e. V., commonly known as SSV Jahn Regensburg, Jahn Regensburg, SSV Jahn or simply Jahn is a German football club based in Regensburg, Bavaria.",FAIL,PASS,0,0,0,0,0,0
Beth Quist can play the national musical instrument of what country?," She has a 4-octave soprano voice, and plays piano, keyboards, santour (hammered dulcimer), dumbek, guitar, flute, and various other instruments. It is the national musical instrument of Iran, and is also native to Jammu and Kashmir.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Codorus Navigation and Holyoke Canal System, are based in the United States?","The Codorus Navigation Company, based in York in south-central Pennsylvania, was formed in 1829 to make a navigable waterway along Codorus Creek from York to the Susquehanna River, a distance of 11 mi .The Holyoke Canal System is a system of power canals in Holyoke, Massachusetts.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Pre-Madonna was a collection of demos by the singer who was a leading presence during the emergence of what network?,"Pre-Madonna is a collection of demos by American singer Madonna. A leading presence during the emergence of MTV in the 1980s, Madonna is known for pushing the boundaries of lyrical content in mainstream popular music, as well as visual imagery in music videos and on stage.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"The airline operating in Whitehorse, Yukon handled how many passengers in 2012?"," The terminal handled 294,000 passengers in 2012, representing a 94% increase in passenger traffic since 2002. Its main base is Erik Nielsen Whitehorse International Airport.",FAIL,PASS,0,0,0,0,0,0
What state is Ruxton Park and Pikes Peak located in?,"Ruxton Park is a park in Manitou Springs, El Paso County, Colorado at 9078 ft in elevation. The ultra-prominent 4302.31 m fourteener is located in Pike National Forest, 19.3 km west by south (bearing 263°) of downtown Colorado Springs, Colorado.",FAIL,The answer is incorrect. Ruxton Park and Pikes Peak are located in Colorado.,0,0,0,0,0,0
Were Irving Wallace and Muriel Spark writers in the same countries?,"Irving Wallace (March 19, 1916 – June 29, 1990) was an American best-selling author and screenwriter.Dame Muriel Sarah Spark DBE, CLit, FRSE, FRSL (née Camberg; 1 February 1918 – 13 April 2006) was a Scottish novelist, short story writer, poet and essayist. In 2008, ""The Times"" named Spark as No. 8 in its list of ""the 50 greatest British writers since 1945"".",PASS,The answer is FAIL.,0,0,0,0,0,0
Which river flows through the valley with which the AM radio station WWJZ serves?,"WWJZ (640 kHz) is an AM radio station licensed to Mount Holly, New Jersey, serving Philadelphia and the Delaware Valley.The Delaware Valley is the valley through which the Delaware River flows.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Who directed more films, Edward H. Griffith or Hans Behrendt?","Edward H. Griffith (August 23, 1888 – March 3, 1975) (""Also Known As: E H Griffith, Lieut. Edward H. Griffith, Edward Griffith, E. H. Griffith"") was an American motion picture director, screenwriter, and producer. He directed 61 films from 1917 to 1946.Hans Behrendt (28 September 1889 – 1942) was a German actor, screenwriter and film director.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which genus is aquatic, Phylica or Nelumbo?","Phylica is a genus of plants in the family Rhamnaceae.Nelumbo is a genus of aquatic plants with large, showy flowers. Members are commonly called lotus, though ""lotus"" is a name also applied to various other plants and plant groups, including the unrelated genus ""Lotus"".",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Where is  unincorporated area and census-designated place which , Takoma Langley Crossroads Transit Center is in located ","The Takoma Langley Crossroads Transit Center is a bus transit center in Langley Park, Maryland.Langley Park is an unincorporated area and census-designated place (CDP) in Prince George's County, Maryland.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which is the larger dog breed, Lakeland Terrier or Schapendoes?","The Lakeland Terrier is a dog breed, which takes its name from its place of origin, the Lake District in England. The dog is a small to mid-size member of the Terrier family.The Schapendoes (] ) or Dutch Sheepdog, is a breed of dog originating in the Netherlands. The Schapendoes was originally a herding dog and general farm dog, but today also participates in dog sports such as agility and flyball.",PASS,"The Schapendoes is the larger dog breed.

### Answer:
PASS",0.217391304,9.42E-232,0.18181818,0.18181818,0.083333333,1
"Which was formerly known as something else, Women's Running or Playgirl?","Women's Running, formerly ""Her Sports + Fitness"" is a magazine geared towards female running enthusiasts.Playgirl is an American magazine that features general interest articles, lifestyle and celebrity news, in addition to semi-nude or fully nude men. In the 1970s and 1980s the magazine printed monthly and was marketed mainly to women, although it had a significant gay male readership in a period in which gay male erotic magazines were few.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
When was the team founded for which Peter Horachek is currently a pro scout ?,"Peter Horachek (born January 26, 1960) is currently a pro scout with the New Jersey Devils organization of the National Hockey League. The club was founded as the Kansas City Scouts in Kansas City, Missouri, in 1974.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
which one of Harald Kloser films is a political thriller?," Out of those films, all but ""Anonymous"" (2011) have been collaborations with fellow composer Thomas Wander.Anonymous is a 2011 political thriller film directed by Roland Emmerich and written by John Orloff.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What NFL team does the 2010 Washington Huskies head coach work for?,"The 2010 Washington Huskies football team represented the University of Washington in the 2010 NCAA Division I FBS football season. The team's head coach was Steve Sarkisian.Stephen Ambrose Sarkisian (born March 8, 1974) is an American football coach and former player who is currently the offensive coordinator for the Atlanta Falcons of the National Football League (NFL).",FAIL,PASS,0,0,0,0,0,0
"Who is the American bass guitarist known for his work in a virtual death metal band featured in ""Metalocalypse""?","Bryan Beller (born May 6, 1971) is an American bass guitarist known for his work with Joe Satriani, The Aristocrats, Dethklok, Mike Keneally, Steve Vai, James LaBrie of Dream Theater and Dweezil Zappa.Dethklok is a virtual death metal band featured in the Adult Swim animated television series ""Metalocalypse"".",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
In what year was the physicist after whom the van der Waals forces were named born?,"In physical chemistry, the van der Waals forces, named after Dutch scientist Johannes Diderik van der Waals, are distance-dependent interactions between atoms or molecules.Johannes Diderik van der Waals (] ; 23 November 1837 – 8 March 1923) was a Dutch theoretical physicist and thermodynamicist famous for his work on an equation of state for gases and liquids.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are Jack Bender and Roger Christian both film directors ?,"Jack Bender (born September 25, 1949) is an American television and film director, television producer and former actor best known for his work as a director on ""Lost"", ""The Sopranos"" and ""Game of Thrones"".Roger Christian (born 25 February 1944) is an English set decorator, production designer and feature film director.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Mary Young Pickersgill was the creator of the flag that flew during the battle in which the US and British forces met at what location?,"Mary Pickersgill (born Mary Young; February 12, 1776 – October 4, 1857), was the maker of the Star Spangled Banner Flag hoisted over Fort McHenry during the Battle of Baltimore in the War of 1812. The British and Americans first met at North Point.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What actor starred in the 2017 action crime comedy as well as the AMC television drama series ""Mad Men""?"," It stars Ansel Elgort, Kevin Spacey, Lily James, Eiza González, Jon Hamm, Jamie Foxx, and Jon Bernthal.Jonathan Daniel Hamm (born March 10, 1971) is an American actor, director, and television producer best known for playing advertising executive Don Draper for the AMC television drama series, ""Mad Men"" (2007–2015).",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Debuting in the 2004 American teen musical comedy film Confessions of a Teenage Drama Queen, Megan Fox went on to co-star in what 2007 blockbuster action film?"," In 2007, she co-starred as Mikaela Banes, the love interest of Shia LaBeouf's character, in the blockbuster action film ""Transformers"", which became her breakout role.Confessions of a Teenage Drama Queen is a 2004 American teen musical comedy film directed by Sara Sugarman and produced by Robert Shapiro and Matthew Hart for Walt Disney Pictures.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Widows' Peak stars what English actress commonly known as  Dame,"Widows' Peak is a 1994 British-Irish film which stars Mia Farrow, Joan Plowright, Natasha Richardson, Adrian Dunbar and Jim Broadbent and was directed by John Irvin.Joan Ann Plowright, Baroness Olivier, DBE (born 28 October 1929), commonly known as Dame Joan Plowright, is an English retired actress whose career has spanned over six decades.",FAIL,PASS,0,0,0,0,0,0
"At the 2011 census, what was he population of the city where Kerry Saxby-Junna was born?"," She was born in Young, New South Wales and grew up in Ballina, New South Wales. At the 2011 census , Young had a population of 6,960.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Was Howard Hawks a screenwriter of more productions than Arthur Berthelet,"Howard Winchester Hawks (May 30, 1896December 26, 1977) was an American film director, producer and screenwriter of the classic Hollywood era.Arthur Berthelet (1879–1949) was an American film director who went from directing stage plays (several on Broadway) to directing silent movies.",FAIL,PASS,0,0,0,0,0,0
"During which war did the commander serve the ""Tropic Lightening""? "," He also commanded the 25th Infantry Division during the Korean War and served as commander of Military Assistance and Advisory Group – Vietnam, the predecessor to Military Assistance Command – Vietnam.The 25th Infantry Division (nicknamed ""Tropic Lightning"" and the ""Electric Strawberry"" is a U.S. Army division based in Hawaii.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Were James Lee Burke and William Faulkner from the same country?,"James Lee Burke (born December 5, 1936) is an American author of mysteries, best known for his Dave Robicheaux series.William Cuthbert Faulkner ( ; September 25, 1897 – July 6, 1962) was an American writer and Nobel Prize laureate from Oxford, Mississippi.",FAIL,PASS,0,0,0,0,0,0
How long was the Underdog show presented by an English comedian Julian Clary?,"The Underdog Show was a six-week television series presented by Julian Clary and his dog, Valerie.Julian Peter McDonald Clary (born 25 May 1959) is an English comedian and novelist.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
The city where WKYI-CD is located is the historical and nominal seat of what county?,"WKYI-CD, virtual and UHF digital channel 24, is an independent station in Louisville, Kentucky, United States. Louisville is the historical seat and, since 2003, the nominal seat of Jefferson County.",FAIL,"The answer is incorrect.

WKYI-CD is located in Jefferson County, not Fayette County.",0,0,0,0,0,0
What producer did David Juskow work with while filming The Wrestler?," Juskow is perhaps best known for such televisions shows and films as ""Men of a Certain Age"", ""Dr. Katz, Professional Therapist"", ""TV Funhouse"", ""The Sarah Silverman Program"" and ""The Wrestler"".The Wrestler is a 2008 American sports drama film co-produced and directed by Darren Aronofsky, written by Robert D. Siegel, and starring Mickey Rourke, Marisa Tomei, and Evan Rachel Wood.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What type of cyclists were teammates of a former professional cyclist born in 1974 who is currently an environmental consultant?," The team was in 2009 not an UCI Women's Teams anymore and consisted of a mix of mountain bikers and road racers (mainly men): Rob Hayles, Ed Clancy, Ian Wilkinson, Andy Tennant, Mark McNally, Rob Partridge, Seb Batchelor, David Fletcher, Annie Last, Sharon Laws, Ian Bibby.Sharon Laws (born 7 July 1974) is a British former professional cyclist, who currently works as an environmental consultant.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Who tracked down and arrested the longest-serving commandant of Auschwitz concentration and extermination camp?,"Hanns Alexander (6 May 1917 – 23 December 2006) was a German Jewish refugee who tracked down and arrested the Kommandant of Auschwitz Rudolf Höss.Rudolf Höss (also Höß, Hoeß or Hoess; 25 November 1901 – 16 April 1947) was a Nazi German ""SS""-""Obersturmbannführer"" (lieutenant colonel) and the longest-serving commandant of Auschwitz concentration and extermination camp in World War II.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What American Civil War General in the Union Army was compared to a character created by Shakespeare?,"Orville Elias Babcock (December 25, 1835 – June 2, 1884) was an American Civil War General in the Union Army. Upon his appointment Babcock was young and ambitious, and considered the Iago of the Grant administration.Iago is a fictional character in Shakespeare's ""Othello"" (c. 1601–1604).",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Bret Schundler served in the cabinet of a New Jersey governor whose term ended in what year?," He served in the Cabinet of Governor Chris Christie as New Jersey Commissioner of Education until he was dismissed on August 27, 2010. His second and final term ends on January 16, 2018.",PASS,The correct answer is 2017.,0,0,0,0,0,0
Are both Peng Shuai and Daniel Nestor professional sports players?,"Peng Shuai (; ; born 8 January 1986) is a Chinese professional female tennis player.Daniel Mark Nestor {'1': "", '2': "", '3': "", '4': ""} (Serbian Cyrillic: Данијел Несторовић; born September 4, 1972 as Danijel Nestorović) is a Canadian professional tennis player.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What profession do Kōbō Abe and Agatha Christie share?,"Kōbō Abe (安部 公房 , ""Abe Kōbō"" ) , pseudonym of Kimifusa Abe (安部 公房 , ""Abe Kimifusa"" , March 7, 1924 – January 22, 1993) , was a Japanese writer, playwright, photographer and inventor.Dame Agatha Mary Clarissa Christie, Lady Mallowan, DBE (""née"" Miller; 15 September 1890 – 12 January 1976) was an English crime novelist, short story writer and playwright.",FAIL,PASS,0,0,0,0,0,0
"""Purple Rain-Union"" is the sixth episode of the fourth season of the animated comedy series ""Bob's Burgers"", it aired on Fox in the United States on which date, the title of the episode is a reference to the song, film, and album ""Purple Rain"" by Prince?"," It aired on Fox in the United States on December 1, 2013.""Purple Rain"" is a song by Prince and The Revolution.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What was the nickname of the Brazilian heiress that signed the Lei Aurea?,"The Lei Áurea (] ; English: Golden Law ), adopted on May 13, 1888, was the law that abolished slavery in Brazil. It was signed by Isabel, Princess Imperial of Brazil (1846–1921), an opponent of slavery, who acted as regent to Emperor Dom Pedro II, who was in Europe.Dona Isabel (English: Isabella; 29 July 1846 – 14 November 1921), nicknamed ""the Redemptress"", was the heiress presumptive to the throne of the Empire of Brazil, bearing the title of Princess Imperial.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"In what year did the star of ""Joe Bash"" win an Emmy Award?"," Starring Peter Boyle as a weary and embittered New York City Police Department beat cop, it was created by veteran TV producer Danny Arnold following his successful New York City police detective sitcom ""Barney Miller"". Boyle, who won an Emmy Award in 1996 for a guest-starring role on the science-fiction drama ""The X-Files"", won praise in both comedic and dramatic parts following his breakthrough performance in the 1970 film ""Joe"".",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What is the year exact date that the Linkin Park album with the song ""Wretches and Kings"" released?"," It is the tenth track from their 2010 album, ""A Thousand Suns"". It was released on September 8, 2010, by Warner Bros.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Who was born first, Ken Hughes or Peter Duffell?","Peter Duffell (born 1937) is a British film and television director and screenwriter, born in Canterbury, England.Kenneth Graham ""Ken"" Hughes (19 January 1922 – 28 April 2001) was a British film director, writer and producer, who is best known as the co-writer and director of the 1968 children's film ""Chitty Chitty Bang Bang"".",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
The Centennial Olympic Stadium and the Georgia State Stadium are both located where?," After the Braves departed for SunTrust Park, the facility was purchased by Georgia State University, which rebuilt the stadium a second time as Georgia State Stadium, designed for American football.Georgia State Stadium is a college football stadium in Atlanta, Georgia.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Indiana Central Canal and North Shore Channel, are related to water?",The Indiana Central Canal was a canal intended to connect the Wabash and Erie Canal to the Ohio River.The North Shore Channel is a drainage canal built between 1907 and 1910 to flush the sewage-filled North Branch of the Chicago River down the Chicago Sanitary and Ship Canal.,FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What was the 1977 debut album of the singer who named her tour the ""Hide Your Heart Tour?""","The ""Hide Your Heart Tour"" by Bonnie Tyler, and her only UK tour to date. Tyler came to prominence with the release of her 1977 album ""The World Starts Tonight"" and its singles ""Lost in France"" and ""More Than a Lover"".",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Where is the headquarter of an American restaurant holding company who's chairman and chief executive officer was Jon L. Luther?,"Jon L. Luther is an American foodservice industry executive. He was the chairman and chief executive officer of Dunkin' Brands.Dunkin' Brands Group, Inc. is an American restaurant holding company which runs two chains of fast-food restaurants: Dunkin' Donuts and Baskin-Robbins. It is headquartered in Canton, Massachusetts.",FAIL,PASS,0,0,0,0,0,0
How much has the effective tax rate of Netflix changed between FY2021 and FY2022?,"Provision for Income Taxes
 
Year Ended December 31,
Change
 
2022
2021
2020
2022 vs. 2021
 
(in thousands, except percentages)
Provision for income taxes
$
772,005 
$
723,875 
$
437,954 
$
48,130 
7 %
Effective tax rate
15 %
12 %
14 %
",FAIL,PASS,0,0,0,0,0,0
The 1966–67 Northern Rugby Football League season ended with a 2nd place finish for the team from what town in County Cumbria?,"The 1966–67 Northern Rugby Football League season was the 72nd season of rugby league football in Britain. The Challenge Cup-winners were Featherstone Rovers who beat Barrow 17-12 in the Wembley final.Barrow Raiders R.L.F.C. is an English professional rugby league team from Barrow-in-Furness, Cumbria, which is coached by Paul Crarey.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What crossover hit was a song by the American Industrial rock band Nine Inch Nails?," It was also a crossover hit, crossing over to pop radio as their first top 40 radio hit since ""Closer"" and ""Hurt"" in 1994 and 1995, respectively, peaking at number 31 on the Billboard Hot 100 chart.""Closer"" is a song by American industrial rock band Nine Inch Nails from their second studio album, ""The Downward Spiral"" (1994).",FAIL,PASS,0,0,0,0,0,0
the made for television biopic  Ishi: The Last of His Tribe based on  Alfred L. Kroeber is about what tribe?,"Ishi: The Last of His Tribe (1978) is a made-for-television biopic based on a book by Theodora Kroeber which relates the experiences of her husband Alfred L. Kroeber who made friends with Ishi, thought to be the last of his people, the Yahi tribe. Kroeber provided detailed information about Ishi, the last surviving member of the Yahi people, whom he studied over a period of years.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Diplomacy and Upwords, are which specific type of entertainment?","Diplomacy is a strategic board game created by Allan B. Calhamer in 1954 and released commercially in 1959.Upwords (also branded as Scrabble Upwords in the United States and Canada, and Topwords Crucimaster, Betutorony, Palabras Arriba, Stapelwoord in other countries) is a board game invented by Elliot Rudell and originally published by the Milton Bradley Company, now a division of Hasbro.",FAIL,PASS,0,0,0,0,0,0
The athlete that defeated Martina Hingis in the The 1999 Italian Open current holds what WTA singles rating?," Martina Hingis was the defending champion but lost in the semifinals to Venus Williams.Venus Ebony Starr Williams (born June 17, 1980) is an American professional tennis player who is currently ranked world No. 5 in the WTA singles rankings.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Severus Snape becomes a double-agent in the secret organization founded by whom?," Snape becomes a double-agent on behalf of Albus Dumbledore and the Order of the Phoenix, and protects Harry throughout the series.The Order of the Phoenix is a secret organisation in the ""Harry Potter"" series of fiction books written by J. K. Rowling. Founded by Albus Dumbledore to fight Lord Voldemort and his followers, the Death Eaters, the Order lends its name to the fifth book of the series, ""Harry Potter and the Order of the Phoenix"".",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
an actress who appeared in a film directed by Kenneth Lonergan featured in which television series?," The film stars Anna Paquin, Jean Reno, Matt Damon, Mark Ruffalo, J. Smith-Cameron, Kieran Culkin, Olivia Thirlby, and Rosemarie DeWitt.J. Smith-Cameron (born September 7, 1957) is an American actress best known for her role as Janet Talbot on the critically acclaimed television series ""Rectify"".",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Who was born first, Chaka Khan or Randy Meisner?","Randy Herman Meisner (born March 8, 1946) is an American former musician, singer and songwriter best known as a founding member of the Eagles and Poco.Chaka Khan (born Yvette Marie Stevens, March 23, 1953) is an American recording artist whose career has spanned five decades, beginning in the 1970s as the frontwoman and focal point of the funk band Rufus.",PASS,FAIL,0,0,0,0,0,0
Who wrote and directed the film in which Adam Beach played Slipknot?," He starred in the Canadian 2012-2014 series ""Arctic Air"", and played Slipknot in the 2016 film ""Suicide Squad"". The film is written and directed by David Ayer and stars an ensemble cast featuring Will Smith, Jared Leto, Margot Robbie, Joel Kinnaman, Viola Davis, Jai Courtney, Jay Hernandez, Adewale Akinnuoye-Agbaje, Ike Barinholtz, Scott Eastwood, and Cara Delevingne.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Who governs the Paralympic Games that Nyree Kindred has won ten medals from competing in?,"Nyree Elise Kindred MBE (née Lewis; born 21 September 1980 in Rhondda, Wales) is a Welsh swimmer who has competed in the Paralympic Games on four occasions winning ten medals. All Paralympic Games are governed by the International Paralympic Committee (IPC).",FAIL,PASS,0,0,0,0,0,0
Tracy Ann DeMeyer was an author descending from what Algonquian-speaking North American native ethnic group?,"Trace A. DeMeyer, also known as Tracy Ann DeMeyer or Laura Jean Thrall-Bland, (b. 1956) is a multi-genre author, artist, poet and journalist of Shawnee-Cherokee descent.The Shawnee (Shaawanwaki, Ša˙wano˙ki and Shaawanowi lenaweeki) are an Algonquian-speaking ethnic group indigenous to North America.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What country is the series, that Silvergate Media bought the rights to with ""The World of Beatrix Potter"", animated in?"," The company was founded in 2011 by Waheed Alli, who set up the company as part of a management buy-out, buying the rights to ""The Octonauts"" and ""The World of Beatrix Potter"" from Chorion, a company he was previously chair of. The series is animated in Ireland by Brown Bag Films but uses British voice actors.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What is the birthday of the woman Romy Ruyssen fought in the first Invicta Fighting Championships?," She has competed professionally since 2007 and headlined the first Invicta Fighting Championships event against Marloes Coenen and holds a submission win over former UFC fighter Sheila Gaff.Marloes Coenen (born March 31, 1981) is a retired Dutch mixed martial artist.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are Murray Grigor and Leslie H. Martinson both Scottish directors?,"William Alexander Murray Grigor OBE (born 1939) is a Scottish film maker, writer and exhibition curator who has served as director of the Edinburgh International Film Festival.Leslie Herbert ""Les"" Martinson (January 16, 1915 – September 3, 2016) was an American television and film director.",PASS,FAIL,0,0,0,0,0,0
Fences is a 1985 play by an American playwright who died in what year?,"Fences is a 1985 play by American playwright August Wilson.August Wilson (April 27, 1945 – October 2, 2005) was an American playwright whose work included a series of ten plays, ""The Pittsburgh Cycle"", for which he received two Pulitzer Prizes for Drama.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Who is a Bulgarian operatic soprano that had their career launched by The World Opera Competition? ," Founded in 1993 by Plácido Domingo, the competition has helped launch the careers of several important artists, such as Joseph Calleja, Giuseppe Filianoti, Rolando Villazón, José Cura, Joyce DiDonato, Elizabeth Futral, Inva Mula, Ana María Martínez and Sonya Yoncheva.Sonya Yoncheva (Bulgarian: Соня Йончева, born 25 December 1981) is a Bulgarian operatic soprano.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
When was the settlement Joseph Smith was en route to when he died first built?," Smith died June 1765 en route to York Factory from the Saskatchewan country. York Factory was one of the first fur-trading posts established by the HBC, built in 1684 and used in that business for more than 270 years.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"The older brother of Thomas Russell ""Russ"" Haas was born in what year?","Thomas Russell ""Russ"" Haas (March 27, 1974 – December 15, 2001) was a professional wrestler.Charles Doyle ""Charlie"" Haas II (born March 27, 1972) is an American semi-retired professional and amateur wrestler.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What network was the show that Carrie-Anne Moss currently portrays a character created for?," Moss currently portrays Jeri Hogarth in several series of the Marvel Cinematic Universe, mainly ""Jessica Jones"" (2015–present).Marvel's Jessica Jones, or simply Jessica Jones, is an American web television series created for Netflix by Melissa Rosenberg, based on the Marvel Comics character of the same name.",FAIL,"FAIL

The show was created for Netflix, not Hulu.",0.25,1.00E-231,0.199999998,0.199999998,0.090909091,1
Which political ideology was the premise of The National Action Party?,"The National Action Party, or simply National Action (Spanish: ""Acción Nacional"" ), was a Chilean right-wing political party of nationalist ideology.Nationalism is a range of political, social, and economic systems characterized by promoting the interests of a particular nation, particularly with the aim of gaining and maintaining self-governance, or full sovereignty, over the group's homeland.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Walla Crag is a fell in the English Lake District, near Keswick, and a subsidiary top of  Bleaberry Fell is a fell in the Lake District in Cumbria, England, with a height of what?","Bleaberry Fell is a fell in the Lake District in Cumbria, England, with a height of 590 metres (1,936 feet). Walla Crag is a subsidiary top of Bleaberry Fell.Walla Crag is a fell in the English Lake District, near Keswick.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What country does Elstree and Watling Street run through?,"Elstree is a village in the Hertsmere borough of Hertfordshire, England, on the former A5 road, which followed the course of Watling Street, approximately thirteen miles northwest of central London.Watling Street is a route in England and Wales that began as an ancient trackway first used by the Britons, mainly between the areas of modern Canterbury and St Albans using a natural ford near Westminster.",FAIL,PASS,0,0,0,0,0,0
What is the name of the Austro-Hungarian general and historian from the province straddling the southern border of the Habsburg Monarchy?,Emil Vojnović von Belobreska (also Emil Woinovich; 23 April 1851 – 13 February 1927) was an Austro-Hungarian Army general and historian from the Military Frontier who until 1915 was the director of the War Archives in Vienna.The Military Frontier was a province straddling the southern borderland of the Habsburg Monarchy and later the Austrian and Austro-Hungarian Empire.,PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
